InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,TotalClaims,UniqueBeneficiaries,InpatientClaims,OutpatientClaims,ClaimsPerBeneficiary,InpatientRatio,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,TotalUniquePhysicians,AvgClaimDuration,MaxClaimDuration,AvgHospitalStay,MaxHospitalStay,TotalClaimsWithDates,TotalStaysWithDates,UniqueDiagnoses,UniqueProcedures,AvgMaleRatio,MostCommonRace,AvgRenalDiseaseRate,UniqueStates,UniqueCounties,AvgPartACoverage,AvgPartBCoverage,AvgBeneIPReimbursement,AvgBeneOPReimbursement
2130,81.92,113.49,26,70.0,2.69,26,26,0,26,1.0,0.0,2,1,1,4,1.3076923076923077,14,0.0,0,26,0,51,0,0.615,1,0.077,1,1,12.0,12.0,6985.385,1400.769
9000,9000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,4.0,4,4.0,4,1,1,5,1,1.0,1,0.0,1,1,12.0,12.0,9000.0,530.0
46470,1858.8,4074.24,25,5450.0,218.0,25,25,5,20,1.0,0.2,13,6,7,26,1.12,7,4.8,7,25,5,76,4,0.24,1,0.12,1,8,12.0,12.0,6203.2,1487.6
10080,245.85,424.59,41,140.0,3.41,41,28,0,41,1.46,0.0,16,6,11,33,0.8536585365853658,19,0.0,0,41,0,108,0,0.357,1,0.214,1,8,11.571,11.571,5373.571,1674.286
25440,279.56,515.06,91,380.0,4.18,91,79,0,91,1.15,0.0,4,3,4,11,1.4945054945054943,20,0.0,0,91,0,195,0,0.392,1,0.139,1,1,12.0,12.0,2290.759,2604.051
45000,6428.57,2760.26,7,7476.0,1068.0,7,7,7,0,1.0,1.0,2,2,1,5,4.285714285714286,14,4.285714285714286,14,7,7,52,4,0.714,1,0.143,1,2,12.0,12.0,8864.286,4318.571
845070,4005.07,10722.96,211,69448.0,330.7,211,199,65,146,1.06,0.308,56,21,28,105,2.5165876777251186,21,5.861538461538461,21,211,65,475,32,0.447,1,0.171,9,23,11.879,11.98,6708.241,2290.854
97000,10777.78,8899.13,9,9612.0,1068.0,9,9,9,0,1.0,1.0,4,2,2,8,6.222222222222222,17,6.222222222222222,17,9,9,66,9,0.444,1,0.111,1,2,12.0,12.0,15634.444,563.333
55000,27500.0,38890.87,2,2136.0,1068.0,2,2,2,0,1.0,1.0,2,1,0,3,4.5,7,4.5,7,2,2,18,1,0.0,1,0.0,1,2,12.0,12.0,30030.0,1385.0
118910,264.83,541.96,449,1150.0,2.56,449,235,0,449,1.91,0.0,9,9,3,21,1.5634743875278396,20,0.0,0,449,0,692,0,0.404,1,0.187,4,10,11.949,11.898,4189.617,1802.426
32980,716.96,1584.8,46,3374.0,73.35,46,45,3,43,1.02,0.065,40,10,19,69,2.0434782608695654,20,2.0,4,46,3,116,2,0.356,1,0.267,3,12,11.733,11.733,7238.667,4299.778
673000,416.2,1749.59,1617,26618.0,16.46,1617,805,21,1596,2.01,0.013,68,48,63,179,1.3129251700680271,21,6.238095238095238,21,1617,21,1680,19,0.394,1,0.174,5,43,11.92,11.892,3994.149,1779.28
1800,225.0,289.14,8,20.0,2.5,8,8,0,8,1.0,0.0,2,1,2,5,2.5,20,0.0,0,8,0,16,0,0.125,1,0.125,1,2,12.0,12.0,375.0,1292.5
192350,723.12,3666.83,266,7378.0,27.84,266,123,7,259,2.16,0.026,9,9,2,20,1.906015037593985,20,5.428571428571429,11,266,7,446,5,0.382,1,0.138,4,18,12.0,11.797,4580.976,1813.089
10460,193.7,339.28,54,200.0,3.7,54,18,0,54,3.0,0.0,1,1,1,3,0.9444444444444444,20,0.0,0,54,0,119,0,0.333,1,0.111,1,1,12.0,12.0,1605.556,1989.444
402620,2224.42,5492.76,181,48430.0,269.06,181,179,46,135,1.01,0.254,89,31,40,160,2.022099447513812,27,5.456521739130435,27,181,46,429,31,0.313,1,0.168,18,38,11.799,11.933,6351.173,1729.106
2050,97.62,131.41,21,100.0,4.76,21,20,0,21,1.05,0.0,4,2,3,9,0.9523809523809524,20,0.0,0,21,0,38,0,0.5,1,0.45,1,2,12.0,12.0,5639.5,3877.5
181630,5045.28,8049.6,36,15052.0,418.11,36,36,14,22,1.0,0.389,12,10,8,30,3.5,20,6.142857142857143,14,36,14,117,11,0.389,1,0.194,4,8,12.0,12.0,7550.0,2062.5
137180,1371.8,4419.02,100,6708.0,67.08,100,72,6,94,1.39,0.06,7,7,6,20,2.27,20,7.333333333333333,16,100,6,231,6,0.486,1,0.139,4,10,12.0,12.0,4409.861,2382.5
12520,212.2,784.37,59,1068.0,18.1,59,49,1,58,1.2,0.017,17,6,15,38,0.6949152542372882,15,3.0,3,59,1,128,0,0.469,1,0.204,3,6,11.755,11.98,4526.327,1231.224
17770,335.28,712.22,53,100.0,1.89,53,29,0,53,1.83,0.0,2,2,2,6,2.056603773584906,20,0.0,0,53,0,109,0,0.379,1,0.172,2,3,12.0,12.0,3400.0,2902.414
36660,666.55,1557.47,55,4352.0,79.13,55,37,4,51,1.49,0.073,11,4,5,20,0.3818181818181818,7,3.25,5,55,4,136,3,0.351,1,0.081,1,8,12.0,12.0,5757.297,1561.892
390230,2601.53,6170.39,150,34296.0,230.17,150,135,33,117,1.11,0.22,47,24,27,98,2.1066666666666665,35,5.515151515151516,35,150,33,371,29,0.393,1,0.207,3,19,12.0,11.956,8099.556,1498.0
196310,427.69,1454.71,459,6400.0,13.97,459,178,6,453,2.58,0.013,21,20,16,57,1.4901960784313726,20,6.333333333333333,15,459,6,680,2,0.483,1,0.146,2,18,12.0,11.933,4462.247,1569.326
108260,3093.14,6154.24,35,12816.0,366.17,35,35,12,23,1.0,0.343,25,13,7,45,2.8,20,4.333333333333333,14,35,12,126,9,0.486,1,0.143,4,13,12.0,11.657,6145.143,1707.429
80,80.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,0,2,0.0,0,0.0,0,1,0,3,0,0.0,5,0.0,1,1,12.0,12.0,0.0,6860.0
10,10.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,1,0,1.0,1,0.0,1,1,12.0,12.0,13000.0,280.0
9860,290.0,667.83,34,60.0,1.76,34,32,0,34,1.06,0.0,2,2,2,6,2.5294117647058822,20,0.0,0,34,0,62,0,0.5,1,0.25,1,3,12.0,11.781,1485.938,1738.438
14880,286.15,437.05,52,380.0,7.31,52,46,0,52,1.13,0.0,2,2,2,6,1.3846153846153846,20,0.0,0,52,0,113,0,0.37,1,0.196,2,2,11.478,12.0,6006.522,2955.217
17280,189.89,413.94,91,210.0,2.31,91,77,0,91,1.18,0.0,3,3,3,9,1.6263736263736264,20,0.0,0,91,0,203,0,0.429,1,0.143,1,1,11.844,12.0,4907.143,1689.74
111000,13875.0,9977.65,8,8544.0,1068.0,8,8,8,0,1.0,1.0,3,2,2,7,6.875,20,6.875,20,8,8,55,7,0.375,1,0.625,1,3,12.0,12.0,23568.75,3231.25
20860,274.47,922.29,76,320.0,4.21,76,32,0,76,2.38,0.0,1,1,1,3,0.8947368421052632,20,0.0,0,76,0,128,0,0.531,1,0.125,1,2,12.0,12.0,884.375,1468.125
510,170.0,204.21,3,10.0,3.33,3,3,0,3,1.0,0.0,1,0,1,2,2.333333333333333,7,0.0,0,3,0,14,0,0.667,1,0.0,1,1,12.0,12.0,2800.0,680.0
103520,263.41,533.38,393,1400.0,3.56,393,171,0,393,2.3,0.0,63,33,49,145,0.8193384223918575,20,0.0,0,393,0,607,0,0.392,1,0.158,10,25,11.789,11.749,2504.912,1522.456
1472150,5493.1,9580.57,268,155410.0,586.45,268,243,148,120,1.1,0.552,67,16,31,114,3.388059701492537,20,4.756756756756757,19,268,148,605,68,0.457,1,0.206,6,15,12.0,12.0,9623.745,1873.909
151960,7236.19,21548.63,21,4272.0,203.43,21,19,4,17,1.11,0.19,9,2,5,16,2.142857142857143,20,6.25,15,21,4,52,4,0.421,1,0.211,2,7,12.0,12.0,12475.789,2937.895
6970,258.15,369.71,27,140.0,5.19,27,17,0,27,1.59,0.0,1,1,1,3,0.1851851851851851,5,0.0,0,27,0,55,0,0.647,1,0.118,1,1,12.0,12.0,2823.529,1334.118
100,33.33,25.17,3,0.0,0.0,3,3,0,3,1.0,0.0,3,0,1,4,0.0,0,0.0,0,3,0,3,0,0.333,1,0.0,2,3,12.0,12.0,0.0,423.333
180,90.0,0.0,2,0.0,0.0,2,2,0,2,1.0,0.0,2,1,2,5,10.0,20,0.0,0,2,0,5,0,0.5,1,0.0,1,1,12.0,12.0,9000.0,670.0
168350,1247.04,3578.4,135,16160.0,119.7,135,127,15,120,1.06,0.111,38,16,24,78,1.762962962962963,20,6.533333333333333,20,135,15,283,11,0.449,1,0.189,12,25,11.906,11.858,4370.945,2200.472
2430,220.91,368.09,11,0.0,0.0,11,11,0,11,1.0,0.0,10,3,5,18,2.636363636363636,20,0.0,0,11,0,33,0,0.455,1,0.364,4,7,12.0,12.0,11247.273,2610.909
9790,279.71,580.24,35,70.0,2.0,35,34,0,35,1.03,0.0,22,8,8,38,1.457142857142857,20,0.0,0,35,0,73,0,0.382,1,0.118,2,9,12.0,12.0,3858.824,1735.588
5470,160.88,237.41,34,70.0,2.06,34,31,0,34,1.1,0.0,9,3,6,18,1.1764705882352942,20,0.0,0,34,0,69,0,0.29,1,0.226,1,6,12.0,12.0,7421.935,5438.71
14210,394.72,774.43,36,1168.0,32.44,36,10,1,35,3.6,0.028,3,3,1,7,1.1666666666666667,20,5.0,5,36,1,72,1,0.5,1,0.0,2,3,12.0,12.0,2340.0,1767.0
36920,4102.22,11589.83,9,1068.0,118.67,9,9,1,8,1.0,0.111,8,2,3,13,3.6666666666666665,20,3.0,3,9,1,22,2,0.444,1,0.222,1,2,12.0,12.0,3888.889,747.778
4270,355.83,447.45,12,60.0,5.0,12,5,0,12,2.4,0.0,1,0,1,2,0.9166666666666666,11,0.0,0,12,0,26,0,0.4,1,0.2,2,2,12.0,12.0,7920.0,2056.0
111530,5576.5,9747.06,20,12816.0,640.8,20,17,12,8,1.18,0.6,6,1,2,9,3.95,24,6.583333333333333,24,20,12,83,5,0.176,1,0.353,1,7,12.0,12.0,10427.059,2359.412
5540,1846.67,1658.47,3,0.0,0.0,3,3,0,3,1.0,0.0,1,0,0,1,12.666666666666666,20,0.0,0,3,0,6,0,0.333,1,0.667,1,1,12.0,12.0,5333.333,22853.333
48420,849.47,2640.05,57,4302.0,75.47,57,57,4,53,1.0,0.07,31,15,17,63,1.2456140350877194,20,3.5,6,57,4,135,3,0.404,1,0.193,6,15,11.789,12.0,3612.281,2011.579
4240,235.56,413.78,18,180.0,10.0,18,12,0,18,1.5,0.0,10,3,4,17,1.2222222222222223,20,0.0,0,18,0,35,0,0.333,1,0.25,1,5,12.0,11.667,2530.0,1382.5
23000,23000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,1,0,2,15.0,15,15.0,15,1,1,10,1,0.0,2,1.0,1,1,12.0,12.0,23000.0,60.0
16120,644.8,2405.36,25,1188.0,47.52,25,24,1,24,1.04,0.04,14,4,6,24,1.0,20,2.0,2,25,1,65,2,0.458,1,0.208,2,9,12.0,12.0,1155.833,3182.083
46950,363.95,958.9,129,2366.0,18.34,129,112,2,127,1.15,0.016,58,13,31,102,1.5426356589147288,20,2.5,3,129,2,247,0,0.491,1,0.161,4,20,12.0,12.0,4557.321,2471.25
111270,5057.73,7744.74,22,11748.0,534.0,22,22,11,11,1.0,0.5,10,4,4,18,5.0,35,9.181818181818182,35,22,11,82,5,0.409,1,0.273,2,8,12.0,12.0,17246.364,2225.0
41250,276.85,511.63,149,510.0,3.42,149,75,0,149,1.99,0.0,26,12,14,52,1.308724832214765,20,0.0,0,149,0,265,0,0.467,1,0.147,5,12,12.0,12.0,3679.333,2034.667
2110,301.43,308.51,7,0.0,0.0,7,7,0,7,1.0,0.0,1,1,1,3,0.0,0,0.0,0,7,0,18,0,0.143,1,0.143,1,1,12.0,12.0,11777.143,2598.571
1956190,8219.29,9321.36,238,208260.0,893.82,238,204,200,38,1.17,0.84,26,6,13,45,5.26890756302521,35,5.965,35,238,200,623,88,0.461,1,0.235,7,15,11.882,11.912,13226.275,2246.667
53660,250.75,492.6,214,450.0,2.1,214,132,0,214,1.62,0.0,15,8,10,33,0.9252336448598132,20,0.0,0,214,0,390,0,0.455,1,0.159,1,9,12.0,11.909,3015.227,1777.273
128200,433.11,1399.59,296,11960.0,40.41,296,135,10,286,2.19,0.034,59,15,37,111,1.2905405405405406,26,6.4,26,296,10,480,3,0.467,1,0.148,8,23,11.733,11.763,3074.741,1284.519
16500,239.13,662.72,69,110.0,1.59,69,56,0,69,1.23,0.0,12,6,9,27,0.5072463768115942,20,0.0,0,69,0,130,0,0.429,1,0.286,3,8,12.0,11.786,2031.429,1415.357
11130,292.89,536.02,38,90.0,2.37,38,36,0,38,1.06,0.0,13,4,7,24,2.736842105263158,20,0.0,0,38,0,94,0,0.417,1,0.194,2,6,12.0,12.0,3548.611,3331.667
196130,3064.53,5131.47,64,21480.0,340.95,64,63,21,43,1.02,0.328,5,3,3,11,1.953125,20,4.809523809523809,17,64,21,184,12,0.317,1,0.159,1,4,12.0,12.0,6803.81,2327.143
24180,1727.14,2878.14,14,4272.0,305.14,14,11,4,10,1.27,0.286,5,3,3,11,2.7857142857142856,20,4.5,10,14,4,47,4,0.273,1,0.091,2,3,12.0,11.636,3472.727,1584.545
52000,6500.0,3779.64,8,8544.0,1068.0,8,8,8,0,1.0,1.0,1,1,1,3,6.875,35,6.875,35,8,8,58,3,0.25,1,0.0,1,1,12.0,12.0,7470.0,915.0
20000,4000.0,3937.0,5,5340.0,1068.0,5,4,5,0,1.25,1.0,1,2,1,4,5.2,9,5.2,9,5,5,41,3,0.0,1,0.5,1,3,12.0,12.0,10850.0,1657.5
63250,257.11,488.31,246,610.0,2.48,246,235,0,246,1.05,0.0,158,37,82,277,1.3414634146341464,20,0.0,0,246,0,393,0,0.353,1,0.213,8,38,11.83,11.83,4088.213,2033.447
21590,337.34,551.62,64,0.0,0.0,64,47,0,64,1.36,0.0,3,2,3,8,0.609375,18,0.0,0,64,0,139,0,0.319,1,0.106,2,9,12.0,11.766,2979.362,1465.532
8200,164.0,231.36,50,0.0,0.0,50,49,0,50,1.02,0.0,2,2,2,6,0.42,20,0.0,0,50,0,93,0,0.429,1,0.122,1,1,12.0,12.0,3134.286,1924.898
60,60.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,0,2,0.0,0,0.0,0,1,0,8,0,1.0,1,0.0,1,1,12.0,12.0,0.0,200.0
776000,12516.13,13445.39,62,65148.0,1068.0,62,52,62,0,1.19,1.0,5,8,2,15,6.435483870967742,35,6.435483870967742,35,62,62,296,45,0.519,1,0.308,3,11,11.538,11.769,15779.808,1867.115
100830,1768.95,4813.18,57,7566.0,132.74,57,48,7,50,1.19,0.123,16,6,11,33,2.2280701754385963,20,8.285714285714286,14,57,7,159,6,0.396,1,0.188,2,19,12.0,12.0,3377.5,1708.333
109700,5485.0,14371.85,20,4352.0,217.6,20,20,4,16,1.0,0.2,13,6,5,24,3.65,35,13.25,35,20,4,69,4,0.5,1,0.15,3,8,12.0,12.0,7088.0,4131.0
239010,1264.6,3594.99,189,23028.0,121.84,189,164,21,168,1.15,0.111,89,35,47,171,2.767195767195767,20,6.285714285714286,17,189,21,381,15,0.421,1,0.146,10,39,12.0,12.0,6127.134,1931.22
43210,286.16,558.27,151,10.0,0.07,151,141,0,151,1.07,0.0,80,21,33,134,1.7417218543046358,20,0.0,0,151,0,285,0,0.404,1,0.206,7,32,12.0,12.0,4065.957,2551.348
890,445.0,502.05,2,0.0,0.0,2,2,0,2,1.0,0.0,2,1,0,3,0.0,0,0.0,0,2,0,8,0,0.0,1,0.5,1,2,12.0,12.0,2000.0,1840.0
240,60.0,40.82,4,0.0,0.0,4,4,0,4,1.0,0.0,4,1,1,6,0.0,0,0.0,0,4,0,7,0,0.5,1,0.0,1,3,12.0,12.0,0.0,1070.0
6050,864.29,1168.53,7,2136.0,305.14,7,6,2,5,1.17,0.286,5,2,4,11,0.7142857142857143,4,2.5,4,7,2,25,2,0.5,1,0.167,1,2,12.0,12.0,4833.333,828.333
9420,448.57,842.56,21,130.0,6.19,21,19,0,21,1.11,0.0,9,2,6,17,2.6666666666666665,20,0.0,0,21,0,45,0,0.211,1,0.368,1,4,12.0,12.0,3485.789,2427.895
960,160.0,266.16,6,0.0,0.0,6,5,0,6,1.2,0.0,2,1,2,5,0.0,0,0.0,0,6,0,15,0,0.8,1,0.0,1,2,12.0,11.6,1200.0,646.0
11200,193.1,347.49,58,220.0,3.79,58,36,0,58,1.61,0.0,28,7,13,48,0.2758620689655172,13,0.0,0,58,0,131,0,0.417,1,0.25,2,11,12.0,12.0,5568.611,2169.444
7740,258.0,487.32,30,60.0,2.0,30,29,0,30,1.03,0.0,19,5,9,33,1.3666666666666667,20,0.0,0,30,0,65,0,0.483,1,0.138,2,9,12.0,12.0,4928.276,1894.483
59900,5990.0,3786.07,10,9612.0,1068.0,10,9,10,0,1.11,1.0,4,2,2,8,6.9,15,6.9,15,10,10,76,3,0.333,1,0.444,1,3,12.0,12.0,13961.111,1626.667
60,60.0,0.0,1,100.0,100.0,1,1,0,1,1.0,0.0,1,0,1,2,0.0,0,0.0,0,1,0,1,0,1.0,1,0.0,1,1,12.0,12.0,0.0,2540.0
20080,1115.56,1848.93,18,2196.0,122.0,18,15,2,16,1.2,0.111,10,2,5,17,4.5,20,4.0,6,18,2,47,2,0.333,1,0.267,1,7,12.0,12.0,3733.333,3642.0
110790,1477.2,3602.88,75,11878.0,160.51,75,70,12,63,1.07,0.16,46,15,20,81,2.68,35,10.75,35,75,12,197,12,0.514,1,0.229,13,24,12.0,12.0,9548.0,2301.286
50270,290.58,496.73,173,550.0,3.18,173,161,0,173,1.07,0.0,46,19,35,100,2.2716763005780347,20,0.0,0,173,0,296,0,0.385,1,0.224,7,26,11.826,11.981,4085.031,2876.398
4250,472.22,1076.55,9,160.0,17.78,9,9,0,9,1.0,0.0,1,1,0,2,0.0,0,0.0,0,9,0,16,0,0.222,1,0.222,1,2,12.0,12.0,6111.111,3443.333
500,250.0,70.71,2,0.0,0.0,2,2,0,2,1.0,0.0,2,0,1,3,0.0,0,0.0,0,2,0,7,0,0.5,1,0.5,1,2,12.0,12.0,0.0,505.0
187860,865.71,4014.54,217,15582.0,71.81,217,97,14,203,2.24,0.065,12,9,5,26,1.3410138248847927,20,3.357142857142857,7,217,14,384,7,0.433,1,0.124,2,10,11.876,11.825,3781.34,1562.062
24200,318.42,539.37,76,280.0,3.68,76,45,0,76,1.69,0.0,2,1,2,5,1.8026315789473684,20,0.0,0,76,0,167,0,0.467,1,0.067,1,7,11.733,12.0,2881.556,1901.111
4050,405.0,709.51,10,0.0,0.0,10,9,0,10,1.11,0.0,4,1,2,7,2.0,20,0.0,0,10,0,29,0,0.556,1,0.444,1,3,12.0,12.0,4155.556,3116.667
82620,1921.4,3680.55,43,10720.0,249.3,43,42,10,33,1.02,0.233,35,11,12,58,1.4651162790697674,19,4.3,10,43,10,109,7,0.357,1,0.048,7,19,12.0,11.976,2840.0,1130.238
125280,491.29,1354.34,255,7816.0,30.65,255,221,7,248,1.15,0.027,27,16,18,61,1.5607843137254902,23,8.857142857142858,23,255,7,438,5,0.48,1,0.167,3,19,11.946,12.0,4291.357,2187.602
104260,3595.17,8884.32,29,7476.0,267.0,29,29,8,21,1.0,0.276,19,6,4,29,3.0,20,4.375,12,29,8,113,5,0.379,1,0.241,3,10,11.586,12.0,7625.517,3404.828
26830,447.17,1181.65,60,3264.0,54.4,60,49,3,57,1.22,0.05,10,8,6,24,0.95,20,3.6666666666666665,7,60,3,144,2,0.51,1,0.224,2,8,11.755,11.755,4030.612,1505.306
980,108.89,89.08,9,0.0,0.0,9,9,0,9,1.0,0.0,5,1,3,9,1.2222222222222223,7,0.0,0,9,0,23,0,0.111,1,0.111,2,6,12.0,12.0,3171.111,2020.0
8640,221.54,476.3,39,160.0,4.1,39,36,0,39,1.08,0.0,13,4,8,25,0.9487179487179488,14,0.0,0,39,0,91,0,0.361,1,0.278,2,11,12.0,12.0,2220.0,2405.0
4200,247.06,477.25,17,0.0,0.0,17,16,0,17,1.06,0.0,2,1,2,5,1.1764705882352942,20,0.0,0,17,0,28,0,0.562,1,0.188,1,2,12.0,12.0,3640.625,1935.0
33480,403.37,756.41,83,370.0,4.46,83,70,0,83,1.19,0.0,39,11,17,67,1.120481927710843,20,0.0,0,83,0,187,0,0.357,1,0.171,5,9,12.0,12.0,2692.714,1970.714
191020,8305.22,11500.9,23,20292.0,882.26,23,23,19,4,1.0,0.826,14,12,4,30,5.173913043478261,24,6.2631578947368425,24,23,19,112,12,0.348,1,0.174,3,8,12.0,11.391,10561.304,866.522
4000,4000.0,0.0,1,1068.0,1068.0,1,1,1,0,1.0,1.0,1,0,0,1,4.0,4,4.0,4,1,1,9,0,0.0,5,0.0,1,1,12.0,12.0,15400.0,1100.0
14560,238.69,515.42,61,300.0,4.92,61,61,0,61,1.0,0.0,39,5,23,67,1.5573770491803278,20,0.0,0,61,0,129,0,0.393,1,0.197,13,27,11.803,11.902,4753.279,2445.082
21160,358.64,689.33,59,170.0,2.93,59,59,1,58,1.0,0.017,45,13,13,71,0.8983050847457628,20,5.0,5,59,1,135,1,0.407,1,0.237,4,10,12.0,12.0,5552.203,2133.559
54940,378.9,846.89,145,1328.0,9.16,145,67,1,144,2.16,0.007,6,4,5,15,2.393103448275862,20,8.0,8,145,1,260,2,0.358,1,0.209,2,5,11.94,12.0,4675.522,2525.97
195370,6302.26,11494.07,31,14952.0,498.4,31,24,15,16,1.29,0.484,15,7,8,30,3.548387096774193,20,4.6,15,31,15,120,12,0.458,1,0.292,1,11,12.0,12.0,10990.0,3351.25
362510,9295.13,14274.84,39,29904.0,766.77,39,38,28,11,1.03,0.718,28,15,11,54,4.897435897435898,21,5.928571428571429,21,39,28,182,18,0.368,1,0.237,2,9,12.0,11.947,15403.158,2018.947
1100,275.0,274.29,4,0.0,0.0,4,4,0,4,1.0,0.0,1,0,1,2,0.25,1,0.0,0,4,0,13,0,0.0,1,0.5,1,1,12.0,12.0,0.0,2690.0
200,200.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,0.0,0,0.0,0,1,0,1,0,0.0,1,0.0,1,1,12.0,12.0,0.0,1490.0
4890,376.15,731.25,13,0.0,0.0,13,11,0,13,1.18,0.0,6,5,4,15,0.8461538461538461,8,0.0,0,13,0,47,0,0.545,1,0.091,1,5,12.0,12.0,2492.727,2233.636
221400,5535.0,9988.28,40,17188.0,429.7,40,38,16,24,1.05,0.4,25,6,16,47,2.1,16,4.375,16,40,16,146,8,0.447,1,0.158,4,13,12.0,12.0,10939.474,1901.842
72000,12000.0,10000.0,6,6408.0,1068.0,6,6,6,0,1.0,1.0,1,1,0,2,6.166666666666667,13,6.166666666666667,13,6,6,41,5,0.667,1,0.167,1,2,12.0,12.0,17191.667,1583.333
108930,400.48,931.09,272,3764.0,13.84,272,260,3,269,1.05,0.011,119,43,67,229,1.625,20,3.6666666666666665,5,272,3,449,2,0.427,1,0.169,6,23,11.954,12.0,5330.885,2176.846
320,64.0,40.99,5,0.0,0.0,5,5,0,5,1.0,0.0,2,1,2,5,0.0,0,0.0,0,5,0,8,0,0.4,1,0.0,1,3,12.0,12.0,600.0,676.0
3460,216.25,240.05,16,0.0,0.0,16,16,0,16,1.0,0.0,6,3,2,11,2.0,20,0.0,0,16,0,40,0,0.312,1,0.0,1,6,12.0,12.0,1005.0,1842.5
2050,102.5,108.23,20,210.0,10.5,20,20,0,20,1.0,0.0,9,3,4,16,0.8,14,0.0,0,20,0,54,0,0.35,1,0.15,4,6,12.0,12.0,2592.0,1709.0
42140,334.44,628.91,126,170.0,1.35,126,116,0,126,1.09,0.0,53,14,25,92,1.3571428571428572,20,0.0,0,126,0,243,0,0.466,1,0.276,5,23,11.793,11.897,5033.362,2533.966
26850,1032.69,1903.44,26,4342.0,167.0,26,25,4,22,1.04,0.154,10,1,5,16,4.346153846153846,20,4.0,6,26,4,77,2,0.32,1,0.28,1,5,12.0,12.0,4924.0,3514.8
107750,3169.12,5557.62,34,10700.0,314.71,34,32,10,24,1.06,0.294,22,12,12,46,1.9705882352941175,16,5.0,9,34,10,119,9,0.406,1,0.188,4,9,12.0,12.0,7388.75,1681.562
106390,4091.92,11629.49,26,4372.0,168.15,26,25,4,22,1.04,0.154,14,6,3,23,2.1538461538461537,19,7.0,10,26,4,86,5,0.44,1,0.16,4,12,12.0,12.0,12035.2,2487.6
4540,283.75,810.4,16,70.0,4.38,16,14,0,16,1.14,0.0,8,3,4,15,0.8125,13,0.0,0,16,0,26,0,0.286,1,0.214,1,6,12.0,12.0,2166.429,2111.429
25540,274.62,542.63,93,210.0,2.26,93,56,0,93,1.66,0.0,2,2,2,6,1.7419354838709675,20,0.0,0,93,0,175,0,0.5,1,0.107,1,1,11.571,11.679,4459.464,2012.857
2060,412.0,832.15,5,0.0,0.0,5,5,0,5,1.0,0.0,2,1,2,5,4.4,18,0.0,0,5,0,10,0,0.2,1,0.2,1,3,12.0,12.0,1800.0,1480.0
4100,683.33,1293.22,6,0.0,0.0,6,6,0,6,1.0,0.0,1,1,1,3,3.333333333333333,20,0.0,0,6,0,17,0,0.833,1,0.167,1,2,12.0,12.0,0.0,3835.0
4770,176.67,417.87,27,190.0,7.04,27,24,0,27,1.12,0.0,1,1,1,3,1.6296296296296295,20,0.0,0,27,0,47,0,0.542,1,0.083,1,2,12.0,12.0,2561.667,1255.833
20000,6666.67,4041.45,3,2136.0,1068.0,3,3,3,0,1.0,1.0,1,1,1,3,5.666666666666667,9,5.666666666666667,9,3,3,21,2,0.333,1,0.0,1,1,12.0,12.0,18900.0,273.333
100,100.0,0.0,1,0.0,0.0,1,1,0,1,1.0,0.0,1,1,1,3,0.0,0,0.0,0,1,0,4,0,0.0,1,0.0,1,1,12.0,12.0,57200.0,1390.0
240710,6017.75,7626.07,40,25632.0,640.8,40,39,24,16,1.03,0.6,29,15,9,53,4.725,27,5.625,27,40,24,177,14,0.333,1,0.41,9,18,11.692,12.0,10103.333,2100.0
433610,6993.71,9160.53,62,50196.0,809.61,62,62,47,15,1.0,0.758,14,2,3,19,3.661290322580645,24,4.404255319148936,24,62,47,242,26,0.532,1,0.194,2,10,11.806,11.806,13076.935,1201.29
4930,205.42,386.21,24,200.0,8.33,24,22,0,24,1.09,0.0,1,1,1,3,1.9583333333333333,20,0.0,0,24,0,54,0,0.5,1,0.273,1,1,12.0,12.0,3475.909,2046.364
82110,3910.0,5578.48,21,8614.0,410.19,21,21,8,13,1.0,0.381,18,8,9,35,4.285714285714286,33,8.625,33,21,8,76,6,0.524,1,0.143,4,6,12.0,12.0,7714.286,1217.143
60400,784.42,2497.33,77,5430.0,71.45,77,75,6,71,1.03,0.078,44,18,24,86,1.12987012987013,20,3.0,5,77,6,182,4,0.333,1,0.173,5,25,11.84,12.0,3939.2,2625.467
34350,512.69,1144.91,67,1418.0,21.16,67,39,1,66,1.72,0.015,14,5,10,29,1.9104477611940296,20,3.0,3,67,1,143,0,0.513,1,0.154,3,10,12.0,11.692,3731.282,2581.282
61220,2040.67,6249.67,30,4492.0,149.73,30,29,4,26,1.03,0.133,14,7,6,27,1.8,20,5.0,13,30,4,83,3,0.414,1,0.034,3,10,12.0,12.0,4238.966,2138.621
